Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-46.68;0.62;-17.05;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-46.68;0.62;-17.05;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-44.85;0.14;-22.16;0.00;-29.41;-0.57;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-44.85;0.14;-22.16;0.00;-29.41;-0.57;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-41.83;-0.59;-26.38;0.01;-91.89;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-41.83;-0.59;-26.38;0.01;-91.89;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-36.13;0.02;34.06;0.02;-91.98;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;0.825;;-36.01;0.03;33.07;0.02;-64.28;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;0.825;;-36.01;0.03;33.07;0.02;-64.28;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;1.005;;-35.99;0.03;32.85;0.02;-58.35;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-35.90;0.03;32.07;0.02;-37.42;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-34.40;0.00;13.52;0.01;40.45;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;12;;0.787;;-34.31;0.01;12.54;0.01;50.71;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;;0.787;;-34.31;0.01;12.54;0.01;50.71;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-34.22;0.01;11.55;0.01;60.19;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-32.86;0.08;0.58;0.01;68.54;0.12;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-32.87;0.09;0.49;0.01;68.58;0.11;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-32.87;0.09;0.49;0.01;68.58;0.11;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-32.88;0.09;0.40;0.01;68.61;0.10;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-34.23;-0.02;-19.00;-0.01;17.50;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-34.24;-0.02;-19.09;-0.01;16.07;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-50.31;0.67;36.68;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-50.31;0.67;36.68;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-48.50;0.16;34.45;0.00;53.36;-0.62;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-48.50;0.15;34.45;0.00;53.36;-0.62;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-45.52;-0.64;32.51;-0.02;136.33;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-45.52;-0.64;32.51;-0.02;136.33;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-47.58;0.63;-17.13;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-47.58;0.63;-17.13;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-45.75;0.15;-22.25;0.00;-29.54;-0.58;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-45.75;0.14;-22.25;0.00;-29.54;-0.58;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-42.73;-0.60;-26.46;0.01;-92.23;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-42.73;-0.60;-26.46;0.01;-92.23;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-36.07;0.02;34.14;0.01;-92.31;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;0.825;;-35.95;0.03;33.15;0.01;-64.56;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;0.825;;-35.95;0.03;33.15;0.01;-64.56;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;1.005;;-35.92;0.03;32.93;0.01;-58.61;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-35.84;0.03;32.15;0.01;-37.62;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-34.10;-0.01;13.57;0.01;40.51;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;18;;0.787;;-34.01;-0.01;12.59;0.01;50.81;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;18;;0.787;;-34.01;-0.01;12.59;0.01;50.81;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-33.92;0.00;11.60;0.01;60.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-32.54;0.06;0.53;0.01;68.86;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-32.55;0.06;0.43;0.01;68.90;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-32.55;0.06;0.43;0.01;68.90;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-32.56;0.06;0.34;0.01;68.93;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-34.15;-0.01;-19.07;-0.01;17.54;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-34.16;-0.01;-19.16;-0.01;16.10;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-51.24;0.69;36.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-51.24;0.69;36.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-49.43;0.16;34.53;0.00;53.48;-0.63;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-49.43;0.16;34.53;0.00;53.48;-0.63;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-46.45;-0.65;32.59;-0.02;136.64;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-46.45;-0.65;32.59;-0.02;136.64;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-44.08;0.59;-16.21;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-44.08;0.59;-16.21;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-42.25;0.14;-21.33;0.00;-28.16;-0.55;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-42.25;0.13;-21.33;0.00;-28.16;-0.55;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-39.22;-0.55;-25.55;0.01;-88.57;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-39.22;-0.55;-25.55;0.01;-88.57;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;23;26;0.000;;-33.30;-0.01;33.17;-0.01;-88.65;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;23;;0.825;;-33.18;-0.01;32.18;0.00;-61.69;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;23;;0.825;;-33.18;-0.01;32.18;0.00;-61.69;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;23;;1.005;;-33.16;-0.01;31.96;0.00;-55.92;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;23;55;1.650;;-33.07;-0.01;31.18;0.00;-35.55;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;24;27;0.000;;-31.37;-0.01;13.28;0.00;39.31;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;24;;0.787;;-31.28;-0.01;12.30;0.00;49.38;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;24;;0.787;;-31.28;-0.01;12.30;0.00;49.38;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;24;59;1.575;;-31.19;-0.01;11.32;0.00;58.68;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;25;28;0.000;;-30.02;-0.03;0.80;-0.01;66.24;-0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;25;;0.075;;-30.03;-0.03;0.71;-0.01;66.30;-0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;25;;0.075;;-30.03;-0.03;0.71;-0.01;66.30;-0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;25;76;0.150;;-30.04;-0.03;0.61;-0.01;66.35;-0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;26;29;0.000;;-31.77;0.01;-18.10;0.00;16.31;0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;26;72;0.075;;-31.78;0.01;-18.20;0.00;14.95;0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;27;31;0.000;;-47.97;0.64;35.85;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;31;0.000;;-47.97;0.64;35.85;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;;1.500;;-46.15;0.15;33.63;0.00;52.12;-0.60;Beam | 1 - IPE 500 | L : 4.000 m
1;27;;1.500;;-46.15;0.15;33.63;0.00;52.12;-0.60;Beam | 1 - IPE 500 | L : 4.000 m
1;27;30;4.000;;-43.17;-0.61;31.69;-0.02;133.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;30;4.000;;-43.17;-0.61;31.69;-0.02;133.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;32;0.000;;-44.04;0.59;-16.19;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;32;0.000;;-44.04;0.59;-16.19;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;;1.500;;-42.21;0.14;-21.31;0.00;-28.13;-0.55;Beam | 1 - IPE 500 | L : 4.000 m
1;28;;1.500;;-42.21;0.14;-21.31;0.00;-28.13;-0.55;Beam | 1 - IPE 500 | L : 4.000 m
1;28;33;4.000;;-39.19;-0.55;-25.53;0.01;-88.48;-0.02;Beam | 1 - IPE 500 | L : 4.000 m
1;28;33;4.000;;-39.19;-0.55;-25.53;0.01;-88.48;-0.02;Beam | 1 - IPE 500 | L : 4.000 m
1;29;33;0.000;;-33.27;-0.03;33.14;-0.02;-88.56;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;29;;0.825;;-33.15;-0.04;32.14;-0.02;-61.63;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;29;;0.825;;-33.15;-0.04;32.14;-0.02;-61.63;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;29;;1.005;;-33.13;-0.04;31.92;-0.02;-55.87;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;29;49;1.650;;-33.04;-0.05;31.14;-0.02;-35.52;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;30;34;0.000;;-31.33;0.00;13.28;-0.01;39.22;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;30;;0.787;;-31.25;-0.01;12.30;-0.01;49.29;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;30;;0.787;;-31.25;-0.01;12.30;-0.01;49.29;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;30;54;1.575;;-31.16;-0.01;11.32;-0.01;58.59;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;31;35;0.000;;-29.98;-0.12;0.82;-0.02;66.14;-0.18;Beam | 1 - IPE 500 | L : 0.150 m
1;31;;0.075;;-29.99;-0.12;0.73;-0.02;66.19;-0.17;Beam | 1 - IPE 500 | L : 0.150 m
1;31;;0.075;;-29.99;-0.12;0.73;-0.02;66.19;-0.17;Beam | 1 - IPE 500 | L : 0.150 m
1;31;62;0.150;;-30.00;-0.12;0.63;-0.02;66.25;-0.16;Beam | 1 - IPE 500 | L : 0.150 m
1;32;36;0.000;;-31.72;0.03;-18.07;0.01;16.31;0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;32;66;0.075;;-31.73;0.03;-18.16;0.01;14.95;0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;33;38;0.000;;-47.93;0.65;35.80;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;33;38;0.000;;-47.93;0.65;35.80;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;33;;1.500;;-46.11;0.15;33.58;0.01;52.05;-0.60;Beam | 1 - IPE 500 | L : 4.000 m
1;33;;1.500;;-46.11;0.15;33.58;0.01;52.05;-0.60;Beam | 1 - IPE 500 | L : 4.000 m
1;33;37;4.000;;-43.13;-0.60;31.64;-0.02;132.84;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;33;37;4.000;;-43.13;-0.60;31.64;-0.02;132.84;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;84;49;0.000;;-32.62;0.00;26.72;-0.01;-35.68;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;84;;0.825;;-32.52;0.00;25.71;-0.01;-14.06;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;84;;0.825;;-32.52;0.00;25.71;-0.01;-14.06;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;84;50;1.650;;-32.42;0.00;24.69;0.00;6.74;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;85;50;0.000;;-32.00;0.03;20.27;0.00;6.58;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;85;;0.825;;-31.91;0.03;19.25;0.00;22.88;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;85;;0.825;;-31.91;0.03;19.25;0.00;22.88;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;85;51;1.650;;-31.81;0.03;18.23;0.01;38.34;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;86;51;0.000;;-31.39;-0.01;13.85;-0.01;38.18;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;86;;0.037;;-31.39;-0.01;13.81;-0.01;38.70;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;86;;0.037;;-31.39;-0.01;13.81;-0.01;38.70;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;86;34;0.075;;-31.38;-0.01;13.76;-0.01;39.22;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;87;52;0.000;;-29.63;0.10;-4.45;0.02;66.82;-0.17;Beam | 1 - IPE 500 | L : 0.150 m
1;87;;0.075;;-29.62;0.10;-4.54;0.02;66.48;-0.18;Beam | 1 - IPE 500 | L : 0.150 m
1;87;;0.075;;-29.62;0.10;-4.54;0.02;66.48;-0.18;Beam | 1 - IPE 500 | L : 0.150 m
1;87;35;0.150;;-29.61;0.10;-4.63;0.02;66.14;-0.18;Beam | 1 - IPE 500 | L : 0.150 m
1;88;53;0.000;;-30.11;0.06;0.41;0.01;67.94;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;88;;0.825;;-30.01;0.06;-0.62;0.01;67.86;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;88;;0.825;;-30.01;0.06;-0.62;0.01;67.86;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;88;52;1.650;;-29.91;0.06;-1.65;0.00;66.92;-0.17;Beam | 1 - IPE 500 | L : 1.650 m
1;89;54;0.000;;-30.73;0.03;6.89;0.00;58.43;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;89;;0.825;;-30.64;0.03;5.86;0.00;63.69;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;89;;0.825;;-30.64;0.03;5.86;0.00;63.69;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;89;53;1.650;;-30.54;0.03;4.83;0.00;68.10;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;91;55;0.000;;-32.65;0.00;26.75;0.00;-35.71;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;91;;0.825;;-32.55;0.00;25.74;0.00;-14.06;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;91;;0.825;;-32.55;0.00;25.74;0.00;-14.06;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;91;57;1.650;;-32.45;0.00;24.73;0.00;6.76;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;94;57;0.000;;-32.03;0.01;20.30;0.00;6.61;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;94;;0.825;;-31.93;0.01;19.28;0.00;22.94;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;94;;0.825;;-31.93;0.01;19.28;0.00;22.94;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;94;58;1.650;;-31.84;0.01;18.26;0.00;38.43;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;96;58;0.000;;-31.42;0.00;13.88;0.00;38.27;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;96;;0.037;;-31.42;0.00;13.84;0.00;38.79;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;96;;0.037;;-31.42;0.00;13.84;0.00;38.79;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;96;27;0.075;;-31.41;0.00;13.79;0.00;39.31;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;98;59;0.000;;-30.76;0.01;6.90;0.00;58.52;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;98;;0.825;;-30.67;0.01;5.87;0.00;63.79;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;98;;0.825;;-30.67;0.01;5.87;0.00;63.79;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;98;60;1.650;;-30.57;0.01;4.84;0.00;68.21;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;100;60;0.000;;-30.14;0.01;0.41;0.00;68.05;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;100;;0.825;;-30.04;0.01;-0.62;0.00;67.96;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;100;;0.825;;-30.04;0.01;-0.62;0.00;67.96;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;100;63;1.650;;-29.94;0.01;-1.65;0.00;67.03;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;109;74;0.000;;-30.94;-0.01;-9.34;0.00;59.74;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;109;73;1.650;;-31.13;-0.01;-11.38;0.00;42.63;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;110;73;0.000;;-31.55;0.00;-15.71;0.00;42.58;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;110;29;1.575;;-31.73;0.00;-17.64;0.00;16.31;0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;111;72;0.000;;-32.20;0.00;-22.53;0.00;14.89;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;111;71;1.650;;-32.40;0.00;-24.53;0.00;-23.94;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;112;71;0.000;;-32.82;0.01;-28.86;0.00;-24.00;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;112;69;1.650;;-33.04;0.01;-30.85;0.00;-73.27;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;113;69;0.000;;-33.46;0.01;-35.18;0.00;-73.33;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;113;30;1.650;;-33.72;0.01;-37.13;0.00;-132.99;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;114;67;0.000;;-30.90;-0.04;-9.32;0.00;59.67;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;114;68;1.650;;-31.08;-0.04;-11.36;0.00;42.60;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;115;68;0.000;;-31.51;-0.02;-15.69;0.01;42.55;0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;115;36;1.575;;-31.69;-0.02;-17.62;0.01;16.31;0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;116;66;0.000;;-32.15;0.00;-22.49;0.00;14.90;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;116;65;1.650;;-32.35;0.00;-24.50;0.00;-23.87;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;117;65;0.000;;-32.77;0.01;-28.83;0.00;-23.93;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;117;64;1.650;;-32.99;0.01;-30.81;0.00;-73.14;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;118;64;0.000;;-33.41;0.03;-35.14;0.01;-73.20;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;118;37;1.650;;-33.67;0.02;-37.10;0.01;-132.80;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;120;63;0.000;;-29.67;0.02;-4.45;0.00;66.92;-0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;120;;0.075;;-29.66;0.02;-4.54;0.00;66.59;-0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;120;;0.075;;-29.66;0.02;-4.54;0.00;66.59;-0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;120;28;0.150;;-29.65;0.02;-4.63;0.00;66.24;-0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;122;76;0.000;;-30.32;-0.02;-2.82;0.00;66.28;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;122;;0.825;;-30.41;-0.02;-3.97;0.00;63.49;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;122;;0.825;;-30.41;-0.02;-3.97;0.00;63.49;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;122;;0.855;;-30.42;-0.02;-4.01;0.00;63.38;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;122;74;1.650;;-30.51;-0.02;-5.00;0.00;59.79;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;123;62;0.000;;-30.27;-0.07;-2.80;0.00;66.17;-0.17;Beam | 1 - IPE 500 | L : 1.650 m
1;123;;0.825;;-30.37;-0.07;-3.94;0.00;63.41;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;123;;0.825;;-30.37;-0.07;-3.94;0.00;63.41;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;123;;0.855;;-30.38;-0.07;-3.99;0.00;63.29;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;123;67;1.650;;-30.47;-0.07;-4.97;-0.01;59.73;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;136;83;0.000;;-35.42;0.00;27.72;0.00;-37.78;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;136;;0.825;;-35.31;0.00;26.71;0.00;-15.32;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;136;;0.825;;-35.31;0.00;26.71;0.00;-15.32;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;136;84;1.650;;-35.21;0.00;25.70;0.00;6.30;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;137;84;0.000;;-34.80;-0.01;21.27;0.00;6.14;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
