Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-1.34;0.00;4.74;0.00;-3.79;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-1.30;0.00;4.33;0.00;3.70;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-0.86;0.00;-0.05;0.00;3.62;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-0.82;0.00;-0.45;0.00;3.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-0.38;0.00;-4.83;0.00;3.12;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-0.34;0.00;-5.24;0.00;-5.19;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;0.10;0.00;-9.62;0.00;-5.27;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;0.10;0.00;-9.64;0.00;-5.99;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-2.10;0.00;5.54;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-2.05;0.00;5.16;0.00;2.04;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-1.62;0.00;0.78;0.00;1.96;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-1.58;0.00;0.37;0.00;2.90;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-1.14;0.00;-4.01;0.00;2.82;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-1.10;0.00;-4.42;0.00;-4.13;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-0.83;0.00;-7.07;0.00;-4.18;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-0.83;0.00;-7.11;0.00;-5.24;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;-0.16;0.00;7.24;0.00;-5.48;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;-0.16;0.00;7.20;0.00;-4.39;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;-0.42;0.00;4.54;0.00;-4.35;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;-0.46;0.00;4.14;0.00;2.82;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-0.90;0.00;-0.24;0.00;2.90;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-0.94;0.00;-0.65;0.00;2.17;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-1.38;0.00;-5.03;0.00;2.25;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-1.42;0.00;-5.41;0.00;-5.98;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;0.10;0.00;9.79;0.00;-6.46;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;0.10;0.00;9.77;0.00;-5.73;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;-0.34;0.00;5.39;0.00;-5.65;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;-0.37;0.00;4.99;0.00;2.92;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-0.82;0.00;0.61;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-0.86;0.00;0.20;0.00;3.67;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-1.29;0.00;-4.18;0.00;3.75;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-1.33;0.00;-4.58;0.00;-3.48;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;153;0.075;N;0.10;0.00;9.77;0.00;-5.73;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-2.10;0.00;5.54;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;199;151;0.000;V_y;-1.29;0.00;-4.18;0.00;3.75;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;V_y;-1.30;0.00;4.33;0.00;3.70;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;0.10;0.00;9.79;0.00;-6.46;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;0.10;0.00;-9.64;0.00;-5.99;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;199;;0.206;M_T;-1.30;0.00;-4.23;0.00;2.88;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;1.444;M_T;-1.30;0.00;4.39;0.00;2.80;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;M_y;-1.29;0.00;-4.18;0.00;3.75;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;0.10;0.00;9.79;0.00;-6.46;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_z;-1.29;0.00;-4.18;0.00;3.75;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;-0.16;0.00;7.24;0.00;-5.48;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;0.10;0.00;9.79;0.00;3.75;0.01;
1;;;;;-2.10;0.00;-9.64;0.00;-6.46;-0.01;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-49.34;-0.01;45.14;0.00;-86.05;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-49.16;-0.01;43.69;0.00;-12.75;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-48.33;-0.01;34.92;0.00;-13.07;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-48.19;-0.01;33.42;0.00;43.33;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-47.36;0.00;24.66;0.00;43.00;0.01;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-47.35;0.00;24.59;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-46.50;0.00;13.51;0.00;80.77;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-46.37;0.00;11.95;0.00;101.77;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-45.51;0.01;3.19;0.00;101.45;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-45.37;0.01;1.62;0.00;105.41;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-44.84;0.01;-3.69;0.00;105.22;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-44.82;0.01;-3.84;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-45.34;-0.01;-1.35;0.00;105.19;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-45.48;-0.01;-2.92;0.00;101.66;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-46.34;0.00;-11.68;0.00;101.55;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-46.47;0.00;-13.24;0.00;80.98;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-47.32;0.00;-22.00;0.00;80.87;0.01;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-47.43;0.00;-23.47;0.00;45.05;0.01;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-47.32;0.00;-24.32;0.00;45.05;0.01;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-47.33;0.00;-24.39;0.00;43.22;0.01;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-48.17;0.01;-33.15;0.00;43.11;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-48.30;0.01;-34.65;0.00;-12.85;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-49.14;0.01;-43.42;0.00;-12.96;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-49.32;0.01;-44.87;0.00;-85.82;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-50.16;0.01;-53.63;0.00;-85.94;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-50.42;0.01;-55.02;0.00;-175.60;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;13;14;0.000;N;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;11;12;0.000;N;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;V_y;-50.42;0.01;-55.02;0.00;-175.60;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;11;12;0.000;V_y;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;11;12;0.000;V_z;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;V_z;-50.42;0.01;-55.02;0.00;-175.60;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;M_T;-44.84;0.01;-3.69;0.00;105.22;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;M_T;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;166;117;1.650;M_y;-45.37;0.01;1.62;0.00;105.41;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;12;0.000;M_y;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;170;15;1.575;M_z;-47.43;0.00;-23.47;0.00;45.05;0.01;Beam | 1 - IPE 500 | L : 1.575 m
2;11;12;0.000;M_z;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;;-44.80;0.01;55.28;0.00;105.41;0.01;
2;;;;;-50.45;-0.01;-55.02;0.00;-175.83;-0.04;
;;;;;;;;;;;
3;Obergurt;;;;;;;;;;
3;17;19;0.000;;-50.28;-0.01;55.33;0.00;-176.05;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
3;17;83;1.650;;-50.02;0.00;53.95;0.00;-85.87;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;136;83;0.000;;-49.18;-0.01;45.19;0.00;-86.19;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;136;84;1.650;;-49.00;-0.01;43.74;0.00;-12.82;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;137;84;0.000;;-48.16;-0.01;34.97;0.00;-13.14;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;137;85;1.650;;-48.03;-0.01;33.47;0.00;43.34;0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;138;85;0.000;;-47.19;0.00;24.70;0.00;43.02;0.01;Beam | 1 - IPE 500 | L : 0.075 m
3;138;20;0.075;;-47.18;0.00;24.63;0.00;44.86;0.01;Beam | 1 - IPE 500 | L : 0.075 m
3;18;20;0.000;;-47.01;0.00;23.79;0.00;44.86;0.01;Beam | 1 - IPE 500 | L : 1.575 m
3;18;86;1.575;;-46.90;0.00;22.32;0.00;81.18;0.00;Beam | 1 - IPE 500 | L : 1.575 m
3;139;86;0.000;;-46.05;0.00;13.56;0.00;80.86;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;139;87;1.650;;-45.92;0.00;12.00;0.00;101.94;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;140;87;0.000;;-45.06;0.00;3.23;0.00;101.62;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;140;89;1.650;;-44.92;0.00;1.67;0.00;105.67;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;141;89;0.000;;-44.39;0.00;-3.64;0.00;105.47;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
3;141;21;0.150;;-44.37;0.00;-3.79;0.00;104.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
3;19;21;0.000;;-44.35;0.00;4.05;0.00;104.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
3;19;100;0.150;;-44.36;0.00;3.91;0.00;105.51;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
3;142;100;0.000;;-44.89;0.00;-1.40;0.00;105.44;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;142;99;1.650;;-45.04;0.00;-2.97;0.00;101.84;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;143;99;0.000;;-45.90;0.00;-11.73;0.00;101.72;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;143;98;1.650;;-46.02;0.00;-13.29;0.00;81.08;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;144;98;0.000;;-46.87;0.00;-22.05;0.00;80.96;0.00;Beam | 1 - IPE 500 | L : 1.575 m
3;144;22;1.575;;-46.99;0.00;-23.52;0.00;45.06;0.01;Beam | 1 - IPE 500 | L : 1.575 m
3;20;22;0.000;;-47.16;0.00;-24.37;0.00;45.06;0.01;Beam | 1 - IPE 500 | L : 0.075 m
3;20;97;0.075;;-47.17;0.00;-24.44;0.00;43.24;0.01;Beam | 1 - IPE 500 | L : 0.075 m
3;145;97;0.000;;-48.00;0.01;-33.20;0.00;43.12;0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;145;96;1.650;;-48.14;0.01;-34.70;0.00;-12.92;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;146;96;0.000;;-48.97;0.01;-43.47;0.00;-13.03;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;146;95;1.650;;-49.15;0.01;-44.92;0.00;-85.97;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;147;95;0.000;;-49.99;0.00;-53.68;0.00;-86.09;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;147;23;1.650;;-50.26;0.01;-55.07;0.00;-175.82;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;19;21;0.000;N;-44.35;0.00;4.05;0.00;104.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
3;17;19;0.000;N;-50.28;-0.01;55.33;0.00;-176.05;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
3;146;95;1.650;V_y;-49.15;0.01;-44.92;0.00;-85.97;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;136;83;0.000;V_y;-49.18;-0.01;45.19;0.00;-86.19;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;17;19;0.000;V_z;-50.28;-0.01;55.33;0.00;-176.05;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
3;147;23;1.650;V_z;-50.26;0.01;-55.07;0.00;-175.82;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
3;17;83;1.650;M_T;-50.02;0.00;53.95;0.00;-85.87;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;147;95;0.000;M_T;-49.99;0.00;-53.68;0.00;-86.09;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;140;89;1.650;M_y;-44.92;0.00;1.67;0.00;105.67;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;17;19;0.000;M_y;-50.28;-0.01;55.33;0.00;-176.05;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
3;144;22;1.575;M_z;-46.99;0.00;-23.52;0.00;45.06;0.01;Beam | 1 - IPE 500 | L : 1.575 m
3;17;19;0.000;M_z;-50.28;-0.01;55.33;0.00;-176.05;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;;-44.35;0.01;55.33;0.00;105.67;0.01;
3;;;;;-50.28;-0.01;-55.07;0.00;-176.05;-0.05;
;;;;;;;;;;;
4;Obergurt;;;;;;;;;;
4;23;26;0.000;;-48.81;-0.01;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;23;55;1.650;;-48.55;-0.01;53.22;0.00;-84.32;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;91;55;0.000;;-47.71;-0.01;44.46;0.00;-84.64;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;91;57;1.650;;-47.53;-0.01;43.01;0.00;-12.46;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;94;57;0.000;;-46.70;-0.01;34.24;0.00;-12.78;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;94;58;1.650;;-46.56;-0.01;32.74;0.00;42.49;0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;96;58;0.000;;-45.72;0.00;23.97;0.00;42.16;0.01;Beam | 1 - IPE 500 | L : 0.075 m
4;96;27;0.075;;-45.72;0.00;23.91;0.00;43.96;0.01;Beam | 1 - IPE 500 | L : 0.075 m
4;24;27;0.000;;-45.69;0.00;23.57;0.00;43.96;0.01;Beam | 1 - IPE 500 | L : 1.575 m
4;24;59;1.575;;-45.57;0.00;22.10;0.00;79.93;0.01;Beam | 1 - IPE 500 | L : 1.575 m
4;98;59;0.000;;-44.72;0.00;13.34;0.00;79.61;0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;98;60;1.650;;-44.60;0.00;11.78;0.00;100.33;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;100;60;0.000;;-43.74;0.00;3.02;0.00;100.01;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;100;63;1.650;;-43.59;0.00;1.46;0.00;103.70;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;120;63;0.000;;-43.06;0.00;-3.86;0.00;103.51;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
4;120;28;0.150;;-43.05;0.00;-4.00;0.00;102.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
4;25;28;0.000;;-43.02;0.00;4.26;0.00;102.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
4;25;76;0.150;;-43.04;0.00;4.12;0.00;103.55;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
4;122;76;0.000;;-43.57;0.00;-1.19;0.00;103.48;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;122;74;1.650;;-43.71;0.00;-2.75;0.00;100.23;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;109;74;0.000;;-44.57;0.00;-11.51;0.00;100.11;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;109;73;1.650;;-44.70;0.00;-13.07;0.00;79.82;0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;110;73;0.000;;-45.54;0.00;-21.83;0.00;79.71;0.01;Beam | 1 - IPE 500 | L : 1.575 m
4;110;29;1.575;;-45.66;0.00;-23.30;0.00;44.16;0.01;Beam | 1 - IPE 500 | L : 1.575 m
4;26;29;0.000;;-45.69;0.00;-23.64;0.00;44.16;0.01;Beam | 1 - IPE 500 | L : 0.075 m
4;26;72;0.075;;-45.70;0.00;-23.71;0.00;42.38;0.01;Beam | 1 - IPE 500 | L : 0.075 m
4;111;72;0.000;;-46.54;0.01;-32.47;0.00;42.27;0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;111;71;1.650;;-46.67;0.01;-33.97;0.00;-12.56;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;112;71;0.000;;-47.51;0.01;-42.74;0.00;-12.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;112;69;1.650;;-47.68;0.01;-44.19;0.00;-84.41;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;113;69;0.000;;-48.53;0.01;-52.95;0.00;-84.53;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;;-48.78;0.01;-54.34;0.00;-173.07;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;25;28;0.000;N;-43.02;0.00;4.26;0.00;102.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
4;23;26;0.000;N;-48.81;-0.01;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;V_y;-48.78;0.01;-54.34;0.00;-173.07;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;23;26;0.000;V_y;-48.81;-0.01;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;23;26;0.000;V_z;-48.81;-0.01;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;V_z;-48.78;0.01;-54.34;0.00;-173.07;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;23;26;0.000;M_T;-48.81;-0.01;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;M_T;-48.78;0.01;-54.34;0.00;-173.07;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;100;63;1.650;M_y;-43.59;0.00;1.46;0.00;103.70;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;23;26;0.000;M_y;-48.81;-0.01;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
4;110;29;1.575;M_z;-45.66;0.00;-23.30;0.00;44.16;0.01;Beam | 1 - IPE 500 | L : 1.575 m
4;23;26;0.000;M_z;-48.81;-0.01;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;;-43.02;0.01;54.61;0.00;103.70;0.01;
4;;;;;-48.81;-0.01;-54.34;0.00;-173.30;-0.04;
;;;;;;;;;;;
5;Obergurt;;;;;;;;;;
5;29;33;0.000;;-48.81;-0.02;54.61;0.00;-173.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
5;29;49;1.650;;-48.55;-0.01;53.22;0.00;-84.31;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;84;49;0.000;;-47.71;-0.01;44.46;0.00;-84.64;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;84;50;1.650;;-47.53;-0.01;43.00;0.00;-12.46;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;85;50;0.000;;-46.70;-0.01;34.24;0.00;-12.78;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;85;51;1.650;;-46.56;0.00;32.74;0.00;42.49;0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;86;51;0.000;;-45.72;0.00;23.97;0.00;42.16;0.01;Beam | 1 - IPE 500 | L : 0.075 m
5;86;34;0.075;;-45.72;0.00;23.90;0.00;43.96;0.01;Beam | 1 - IPE 500 | L : 0.075 m
5;30;34;0.000;;-45.68;0.00;23.57;0.00;43.96;0.01;Beam | 1 - IPE 500 | L : 1.575 m
5;30;54;1.575;;-45.57;0.00;22.10;0.00;79.93;0.01;Beam | 1 - IPE 500 | L : 1.575 m
5;89;54;0.000;;-44.72;0.00;13.34;0.00;79.60;0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;89;53;1.650;;-44.60;0.00;11.78;0.00;100.33;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;88;53;0.000;;-43.74;0.00;3.02;0.00;100.01;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;88;52;1.650;;-43.59;0.00;1.46;0.00;103.70;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;87;52;0.000;;-43.06;0.00;-3.86;0.00;103.51;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
5;87;35;0.150;;-43.05;0.00;-4.00;0.00;102.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
5;31;35;0.000;;-43.02;0.00;4.27;0.00;102.92;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
5;31;62;0.150;;-43.04;0.00;4.12;0.00;103.55;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
5;123;62;0.000;;-43.57;0.00;-1.19;0.00;103.48;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;123;67;1.650;;-43.71;0.00;-2.75;0.00;100.22;0.00;Beam | 1 - IPE 500 | L : 1.650 m
