Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-1.0;0.8;0.0;
2;1.1;-0.2;-1.1;0.0;0.3;-0.9;-2.0;
3;2.7;0.0;-2.7;0.0;-10.1;0.3;1.0;
4;3.6;0.0;-3.6;0.1;-5.4;-0.1;0.0;
5;2.7;0.0;-2.7;0.0;-9.9;-0.2;-1.0;
6;1.1;0.2;-1.1;0.0;0.3;0.9;1.9;
7;0.0;0.0;0.0;0.0;-1.0;-0.8;0.0;
8;0.0;0.0;0.0;0.0;-1.4;0.0;0.0;
9;0.0;0.0;0.0;0.0;-1.8;0.0;0.0;
10;0.0;0.0;0.0;0.0;-1.4;0.0;0.0;
11;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
12;2.0;-1.7;-1.0;0.1;-0.5;-0.9;-0.4;
13;11.1;-0.7;-2.7;10.7;-9.6;-2.3;0.8;
14;17.8;0.0;-3.6;17.4;-5.2;0.0;0.0;
15;11.1;0.7;-2.7;10.7;-9.4;2.3;-0.8;
16;2.0;1.7;-1.0;0.1;-0.5;0.9;0.4;
17;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;
18;0.0;0.0;0.0;0.0;-0.2;0.8;0.0;
19;1.8;-1.3;-1.3;0.1;-0.5;-0.8;-0.4;
20;9.4;-0.5;-2.9;9.0;-9.2;-1.9;0.8;
21;14.7;0.0;-3.7;14.2;-4.9;0.0;0.0;
22;9.4;0.5;-2.9;9.0;-9.0;1.9;-0.8;
23;1.8;1.3;-1.3;0.1;-0.5;0.8;0.4;
24;0.0;0.0;0.0;0.0;-0.2;-0.8;0.0;
25;0.0;0.0;0.0;0.0;-0.2;0.9;0.0;
26;2.0;-1.5;-1.3;0.1;-0.5;-0.8;-0.4;
27;10.1;-0.5;-3.0;9.6;-8.8;-2.1;0.7;
28;15.9;0.0;-3.9;15.4;-4.4;0.0;0.0;
29;10.1;0.5;-3.0;9.6;-8.7;2.1;-0.7;
30;2.0;1.5;-1.3;0.1;-0.5;0.8;0.4;
31;0.0;0.0;0.0;0.0;-0.2;-0.9;0.0;
32;0.0;0.0;0.0;0.0;-0.2;0.9;0.0;
33;2.0;-1.5;-1.4;0.1;-0.5;-0.8;-0.4;
34;10.2;-0.6;-3.1;9.7;-8.5;-2.1;0.7;
35;16.1;0.0;-4.0;15.6;-4.0;0.0;0.0;
36;10.2;0.6;-3.1;9.7;-8.4;2.1;-0.7;
37;2.0;1.5;-1.4;0.1;-0.5;0.8;0.4;
38;0.0;0.0;0.0;0.0;-0.2;-0.9;0.0;
39;0.0;0.0;0.0;0.0;-2.1;1.4;0.0;
40;1.5;-0.3;-1.4;0.0;1.2;-1.3;-3.2;
41;3.2;0.0;-3.2;0.0;-9.7;0.4;1.1;
42;4.2;0.0;-4.2;0.1;-4.3;-0.1;0.0;
43;3.2;0.0;-3.2;0.0;-9.6;-0.3;-1.0;
44;1.5;0.3;-1.4;0.0;1.2;1.3;3.2;
45;0.0;0.0;0.0;0.0;-2.1;-1.4;0.0;
46;0.0;0.0;0.0;0.0;-2.7;0.0;0.0;
47;0.0;0.0;0.0;0.0;-3.5;0.0;0.0;
48;0.0;0.0;0.0;0.0;-2.7;0.0;0.0;
49;3.4;-1.3;-2.1;2.4;-3.8;-1.8;0.0;
50;6.5;-0.9;-2.7;5.9;-6.5;-2.2;0.3;
51;10.1;-0.6;-3.1;9.5;-8.6;-2.1;0.7;
52;16.1;0.0;-4.0;15.6;-4.2;-0.1;0.0;
53;15.2;-0.1;-3.5;14.8;-5.8;-0.9;0.4;
54;13.1;-0.3;-3.3;12.7;-7.4;-1.6;0.6;
55;3.4;-1.2;-2.0;2.4;-3.9;-1.8;0.0;
57;6.5;-0.9;-2.6;5.8;-6.7;-2.2;0.4;
58;9.9;-0.6;-3.0;9.5;-8.9;-2.1;0.7;
59;12.9;-0.3;-3.2;12.5;-7.8;-1.6;0.7;
60;15.0;-0.1;-3.4;14.6;-6.3;-0.9;0.5;
62;16.1;0.0;-4.0;15.6;-4.2;0.1;0.0;
63;15.9;0.0;-3.8;15.4;-4.6;-0.1;0.1;
64;3.4;1.3;-2.1;2.4;-3.7;1.8;0.0;
65;6.5;0.9;-2.7;5.9;-6.4;2.2;-0.3;
66;10.1;0.6;-3.1;9.5;-8.4;2.1;-0.7;
67;15.2;0.1;-3.5;14.8;-5.8;0.9;-0.4;
68;13.1;0.3;-3.3;12.7;-7.3;1.6;-0.6;
69;3.4;1.2;-2.0;2.4;-3.9;1.8;0.0;
71;6.5;0.9;-2.6;5.8;-6.6;2.2;-0.4;
72;9.9;0.6;-3.0;9.5;-8.7;2.1;-0.7;
73;12.9;0.3;-3.2;12.5;-7.7;1.6;-0.7;
74;15.0;0.1;-3.4;14.6;-6.3;0.9;-0.5;
76;15.9;0.0;-3.8;15.4;-4.6;0.1;0.0;
83;3.2;-1.1;-2.0;2.3;-4.1;-1.7;0.0;
84;6.1;-0.8;-2.5;5.5;-7.0;-2.0;0.4;
85;9.3;-0.5;-2.8;8.8;-9.2;-1.9;0.8;
86;12.0;-0.2;-3.0;11.7;-8.3;-1.4;0.8;
87;13.9;0.0;-3.1;13.5;-6.9;-0.8;0.5;
89;14.7;0.0;-3.6;14.2;-5.1;-0.1;0.1;
95;3.2;1.1;-2.0;2.3;-4.1;1.7;0.0;
96;6.1;0.8;-2.5;5.5;-6.8;2.0;-0.4;
97;9.3;0.5;-2.8;8.8;-9.0;1.9;-0.8;
98;12.0;0.2;-3.0;11.7;-8.2;1.4;-0.8;
99;13.9;0.0;-3.1;13.5;-6.8;0.8;-0.5;
100;14.7;0.0;-3.6;14.2;-5.1;0.1;-0.1;
111;3.5;-1.4;-1.8;2.7;-4.6;-2.0;0.0;
112;7.0;-1.1;-2.3;6.5;-7.4;-2.4;0.5;
113;10.9;-0.7;-2.7;10.6;-9.6;-2.3;0.8;
114;14.4;-0.3;-2.8;14.1;-8.7;-1.8;0.8;
115;16.8;-0.1;-3.0;16.5;-7.3;-1.0;0.6;
116;7.7;0.0;-7.5;2.0;10.7;-0.6;-2.8;
117;17.8;0.0;-3.5;17.4;-5.4;-0.1;0.1;
118;7.7;0.3;-7.5;1.7;6.6;0.8;-0.1;
119;3.8;0.1;-3.8;0.1;-6.8;0.5;0.9;
120;5.7;-0.1;-5.7;0.5;-1.0;-0.4;-0.5;
121;6.1;0.1;-6.0;0.7;0.9;0.3;0.5;
122;4.4;0.0;-4.4;0.1;-3.1;0.1;0.2;
123;3.5;1.4;-1.8;2.7;-4.6;2.0;0.0;
124;7.0;1.1;-2.3;6.5;-7.3;2.4;-0.4;
125;10.9;0.7;-2.7;10.6;-9.5;2.3;-0.8;
126;14.4;0.3;-2.8;14.1;-8.6;1.8;-0.8;
127;16.8;0.1;-3.0;16.5;-7.2;1.0;-0.6;
128;17.8;0.0;-3.5;17.4;-5.4;0.1;-0.1;
129;7.7;-0.1;-7.5;1.9;11.1;0.6;2.8;
130;7.7;-0.3;-7.5;1.6;6.8;-0.8;0.0;
131;3.8;-0.1;-3.8;0.1;-6.7;-0.4;-0.9;
132;5.6;0.0;-5.6;0.6;-1.0;0.5;0.5;
133;6.0;-0.1;-5.9;0.8;0.8;-0.3;-0.6;
134;4.3;-0.1;-4.3;0.1;-3.1;-0.2;-0.1;
139;4.3;0.0;-4.0;1.6;1.4;-0.6;-1.4;
140;4.7;0.2;-4.5;1.4;-1.5;0.7;0.1;
141;3.0;0.1;-3.0;0.1;-8.9;0.4;0.9;
142;3.8;-0.1;-3.8;0.5;-6.1;-0.4;0.4;
143;4.0;0.1;-3.9;0.7;-4.8;0.3;0.8;
145;3.6;0.0;-3.6;0.1;-5.0;0.1;0.2;
151;4.3;-0.1;-4.0;1.5;1.7;0.5;1.4;
152;4.7;-0.3;-4.5;1.3;-1.4;-0.7;-0.1;
153;3.0;-0.1;-3.0;0.1;-8.8;-0.2;-0.9;
154;3.8;0.0;-3.8;0.7;-6.1;0.5;-0.4;
155;4.0;-0.2;-3.9;0.9;-4.9;-0.3;-0.8;
156;3.6;-0.1;-3.6;0.1;-5.1;-0.2;-0.1;
Total;17.8;1.7;0.0;17.4;11.1;2.4;3.2;
max/min;0.0;-1.7;-7.5;0.0;-10.1;-2.4;-3.2;
